2020,"[Problems of modern legislation in the sphere of underground waters extraction management, ÏÐÎÁËÅÌÛ ÑÎÂÐÅÌÅÍÍÎÃÎ ÇÀÊÎÍÎÄÀÒÅËÜÑÒÂÀ Â ÑÔÅÐÅ ÓÏÐÀÂËÅÍÈß ÄÎÁÛ×ÅÉ ÏÎÄÇÅÌÍÛÕ ÂÎÄ]","Golovina E.I., Khloponina V.S.",20780575,"Geology and Mineral Resources of Siberia",, 1,0,0,0,0,0,0,2,0,2,0,2
2020,"Stress assessment ahead of stoping front with widening stress relief zone—a case study of the oktyabrsky and talnakh deposits","Sergunin M.P., Alborov A.E., Andreev A.A., Buslova M.A.",00172278,"Gornyi Zhurnal",2020, 6,0,0,0,0,0,1,1,2,4,0,4
2020,"Fluorination of rutile, electrochemical reduction of titanium fluoride to titanium, and its separation from the electrolyte salts melt","Karelin V.A., Voroshilov F.A., Strashko A.N., Sazonov A.V., Karelina N.V.",13147471,"Journal of Chemical Technology and Metallurgy",55, 5,0,0,0,0,0,0,1,0,1,0,1
2020,"Stress assessment in deep-level stoping in talnakh mines","Marysyuk V.P., Sabyanin G.V., Andreev A.A., Vasiliev D.A.",00172278,"Gornyi Zhurnal",2020, 6,0,0,0,0,0,0,4,3,7,0,7
2020,"Research of combined use of carbon and aluminum compounds for wastewater treatment","Zubkova O.S., Alekseev A.I., Zalilova M.M.",25003070,"ChemChemTech",63, 4,0,0,0,0,1,5,0,1,7,0,7
2020,"The study of the resource and durability of metal structures of excavators after the expiration of the service life","Nasonov M.Y., Lykov Y.V., Trong D.D.",00415790,"Ugol",, 2,0,0,0,0,1,1,1,1,4,0,4
2020,"Mechanical ore processing at the nerchinsky zavod plants in the 19 century","Vedernikov V.V.",02023776,"Obogashchenie Rud",2020, 3,0,0,0,0,0,1,0,0,1,0,1
2020,"The social and market mechanism of sustainable development of public companies in the mineral resource sector","Litvinenko V.S., Tsvetkov P.S., Molodtsov K.V.",20720823,"Eurasian Mining",2020, 1,0,0,0,0,6,16,13,6,41,0,41
2020,"Assessment of possibility of obtaining alloying components in the process of desalting of heavy hydrocarbon raw materials. Part 1","Issa B., Bazhin V.Y., Aleksandrova T.A., Povarov V.G.",20720815,"CIS Iron and Steel Review",19, ,0,0,0,0,0,6,2,0,8,0,8
2020,"Research on the process of gadolinium recovery from the melt of salts on formation of Mg – Zn – Gd master alloys for manufacturing of magnesium and aluminium special-purpose alloys","Savchenkov S.A., Bazhin V.Y., Povarov V.G.",20720807,"Non-ferrous Metals",48, 1,0,0,0,0,1,2,2,0,5,0,5
2020,"Understanding the structure and properties of the heat affected zone in welds and model specimens of high-strength low-alloy steels after simulated heat cycles","Pryakhin E.I., Sharapova D.M.",20720815,"CIS Iron and Steel Review",19, ,0,0,0,0,0,2,4,0,6,0,6
2020,"Evaluation of bulk material behavior control method in technological units using dem. Part 1","Boikov A.V., Savelyev R.V., Payor V.A., Erokhina O.O.",20720815,"CIS Iron and Steel Review",19, ,0,0,0,0,1,1,1,0,3,0,3
2020,"Information and kinetic approach to the estimation of the strength of the vessels working under pressure","Nosov V.V., Grigorev E.V., Gilyazetdinov E.R.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Current state of the water and sanitation services of Russia in the regions","Suchkova M.V.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,0,0,1,0,1,0,1
2020,"Preface","Litvinenko V.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Influence of technological factors on the formation of spontaneous combustion centers in underground mining","Golubev D.D.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,0,1,0,1,0,1
2020,"The application of similarity theory elements in Geodesy","Gubaydullina R., Kornilov Y.N.",,"Topical Issues of Rational Use of Natural Resources 2019",1, ,0,0,0,0,0,1,0,0,1,0,1
2020,"Petroleum prospects of the middle paleozoic sequences in the southern part of the viluyui syneclise","Cherdancev G.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Engineering design of the ejector system for liquefied natural gas (LNG) vapor discharge","Voronov V.A., Martynenko Y.V.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Modeling of operation modes of electrical supply systems with non-linear load","Kostin V.N., Krivenko A.V., Serikov V.A.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,1,0,0,1,0,1
2020,"Optimization of surveying works at mining enterprises in the conditions of using automated measuring instruments","Zherlygina E.S., Kiselev V.A., Savelyev D.S.",,"Topical Issues of Rational Use of Natural Resources 2019",1, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Studies of mixing high viscosity petroleum and pyrolysis resin to improve quality indicators","Sultanbekov R., Nazarova M.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,3,1,0,4,0,4
2020,"Features of the walking mechanism of a floating platform autonomous modular complex for the extraction and processing of peat raw materials","Fadeev D., Ivanov S.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,0,3,0,3,0,3
2020,"Integration of microplasma sensor CES into oil and gas industry and mining industry","Arslanova F.G., Kamenev E.N., Odintsov E.E.",,"Topical Issues of Rational Use of Natural Resources 2019",1, ,0,0,0,0,0,0,0,0,0,0,0
2020,"A selection of emulsifiers for preparation of invert emulsion drilling fluids","Islamov S.R., Bondarenko A.V., Mardashov D.V.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,0,1,4,0,5,0,5
2020,"Factors affecting on the extraction of alumina from kaolin ore using lime-sinter process","Eldeeb A.B., Brichkin V.N., Kurtenkov R.V., Bormotov I.S.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Environmental technologies in the production of metallurgical silicon","Glazev M., Bazhin V.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,2,3,0,5,0,5
2020,"Improving energy performance of the oil and gas industry by applying technologies for the use of associated petroleum gas","Turysheva A.V., Gulkov Y.V., Krivenko A.V.",,"Topical Issues of Rational Use of Natural Resources 2019",1, ,0,0,0,0,0,2,1,0,3,0,3
2020,"Monitoring and control of the drilling string and bottomhole motor work dynamics","Litvinenko V.S., Dvoynikov M.V.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,2,0,1,0,3,0,3
2020,"Studying the process of non-sulfide flotation of ferruginous quartzites","Krizhanovskaia D.I.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,0,0,1,0,1,0,1
2020,"Revisiting the initialization of the kinetic models for flotation of carbonaceous raw materials","Kalmykova T.D., Romashev A.O.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,0,1,0,0,1,0,1
2020,"Transmission of the electric power by the three-wire DC power line, which is operating in a short-time overcurrent","Bardanov A.I., Vydrova A.A., Malkova Y.M.",,"Topical Issues of Rational Use of Natural Resources 2019",1, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Geoecological justification of reclamation of outer coal waste piles","Mukhina A.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Mendeleev’s scientific contribution to the mining sciences","Vedrova D.A., Voytekhovsky Y.U.",,"Topical Issues of Rational Use of Natural Resources 2019",1, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Preserving the quality of petroleum products when mixed in tanks","Sultanbekov R.R., Nazarova M.N.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,0,1,1,0,2,0,2
2020,"Studying the possibility of improving the properties of environmentally friendly diesel fuels","Eremeeva A., Kondrasheva N., Nelkenbaum K.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,0,3,1,4,0,4
2020,"Physical and mathematical modelling of waterflooding low-permeability reservoirs using surfactants","Sukhikh A.S., Rogachev M.K., Kuznetsova A.N., Maltcev A.A.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,0,1,0,0,1,0,1
2020,"Arrangements for increase the efficiency of mining operations on the deep ore mines","Kholmskiy A.V., Sidorov D.V.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,0,2,1,3,0,3
2020,"Controlled directional drilling of boreholes in glacial mass using carrying cable tool","Vasiliev N.I., Podoliyk A.V., Dmitriev A.N., Bolshunov A.V., Vasiliev D.A.",,"Topical Issues of Rational Use of Natural Resources 2019",1, ,0,0,0,0,0,0,1,0,1,0,1
2020,"Methods and technologies for the processing of water-hydrocarbon emulsions and technogenic raw materials of metallurgical and petrochemical enterprises: A review","Khusnutdinov S.I., Schenk J., Khusnutdinov I.S., Safiulina A.F., Bazhin V.Y., Dubovikov O.A.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,0,0,0,0,0,0,0
2020,"An approach to assessment of sustainability of the large-scale Russian liquefied natural gas project","Evseeva O.O., Cherepovitsyn A.E.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,0,1,0,0,1,0,1
2020,"Improving the efficiency of petroleum transport systems by operative monitoring of oil flows and detection of illegal incuts","Kopteva A.V., Starshaya V.V., Malarev V.I., Koptev V.Y.",,"Topical Issues of Rational Use of Natural Resources 2019",1, ,0,0,0,0,1,2,0,0,3,0,3
2020,"The new concept of road construction for the difficult to access oil-producing regions","Piirainen V.Y., Troshina E.Y., Malyushin I.M.",,"Topical Issues of Rational Use of Natural Resources 2019",1, ,0,0,0,0,0,0,0,0,0,0,0
2020,"The use of secondary polymers to ensure environmental safety storage of mineral waste ore-dressing and processing enterprise in the southern urals","Babenko D.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Energy-efficient small-scale liquefied natural gas production technology for gas distribution stations","Voronov V.A., Ruzmanov A.Y.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,0,1,0,0,1,0,1
2020,"Modern mine survey techniques in the process of mining operations in open pit mines (Quarries)","Blishchenko A.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,0,1,0,1,0,1
2020,"Preface","Litvinenko V.",,"Topical Issues of Rational Use of Natural Resources 2019",1, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Chemical composition and genesis of serpentinite group minerals in nickeliferous weathering crust of the elov deposit (Urals)","Nikolaeva E., Talovina I., Nikiforova V., Heide G.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,2,0,0,2,0,2
2020,"Analysis of the project selection technique in the process of a portfolio building for oil and gas company (On the example of GPN-development LLC)","Vasilchenko A.O.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Technological scheme of development flooded fields of sands","Dzyurich D., Ivanov V.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Functionalized nanostructured materials for novel plasma energy systems","Smerdov R.S., Mustafaev A.S., Spivak Y.U., Moshnikov V.A.",,"Topical Issues of Rational Use of Natural Resources 2019",1, ,0,0,0,0,0,0,1,0,1,0,1
2020,"CUMR projects: Possibilities for implementation on arctic territories","Solovyova V., Cherepovitsyn A.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Mud cake removal efficiency of spacer fluids","Tabatabaee Moradi S.S., Nikolaev N.I., Lykov Y.V., Petrov A.A.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Evaluation problem of harmful effects in mining works during construction of subway escalator tunnels with the help of soils freezing method","Mukminova D., Volohov E.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Numerical analysis of stress-strain state of vertical steel tanks with defects","Dmitrieva A.S., Schipachev A.M., Lyagova А.А.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,0,0,0,1,1,0,1
2020,"Methods of regulation air temperature in the Russian oil mains","Gendler S.G., Fazylov I.R.",,"Topical Issues of Rational Use of Natural Resources 2019",1, ,0,0,0,0,0,0,2,0,2,0,2
2020,"The problems of cryolithozone mining in yakutia in conditions of global warming","Pomortseva A.A., Pomortsev O.A.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Elevation of gold-bearing sulphide flotation efficiency","Kuznetsov V.V.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,0,1,0,0,1,0,1
2020,"Determination of factors affecting on grooving corrosion","Kasyanov A.V., Belousov A.E., Popov G.G., Bolobov V.I.",,"Topical Issues of Rational Use of Natural Resources 2019",1, ,0,0,0,0,3,4,1,0,8,0,8
2020,"Simulation of combined power system with storage device","Garipov B., Ustinov D.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,1,2,0,3,0,3
2020,"Oil and gas sector products cold working process","Keksin A.I., Filipenko I.A.",,"Topical Issues of Rational Use of Natural Resources 2019",1, ,0,0,0,0,0,4,1,1,6,0,6
2020,"Modern condition and prospects for the development of forest infrastructure to improve the economy of nature management","Kitcenko A.A., Kovyazin V.F., Romanchikov A.Y.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,2,0,0,2,0,2
2020,"Formation and selection of strategic alternatives in the management of production facilities in the mining and smelting company","Artiaeva M.A.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Innovative approaches to light-alloy drill pipes modification for drilling in abnormal operating conditions","Nazarova M.N., Shakirova A.I., Ismakov R.A., Agliullin A.K., Tsenev N.K.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Challenges in processing copper ores containing sulfosalts","Kobylyanski A., Zhukova V., Petrov G., Boduen A.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,1,1,0,2,0,2
2020,"Rational gas inflow restriction technologies during the development of oil rims","Rovnik N.A., Lushpeev V.A., Tananykhin D.S., Shpurov I.V.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,0,2,1,0,3,0,3
2020,"Study of water-containing ability of gas-liquid cement mixtures","Merzlyakov M.Y., Straupnik I.A., Serbin D.V.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Optimization of gas pipeline operation modes considering the condition of gas compressor units","Kokorin A.V., Schipachev A.M.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,0,0,0,0,0,0
2020,"The application of search methods for solving optimization problems","Eliseeva N.N., Zubov A.V.",,"Topical Issues of Rational Use of Natural Resources 2019",1, ,0,0,0,0,0,0,1,0,1,0,1
2020,"Arc steel-making furnaces functionality enhancement","Martynova E., Bazhin V., Suslov A.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Simulation of organic solids formation process in high-wax formation oil","Aleksandrov A.N., Rogachev M.K., Van T.N., Kishchenko M.А., Kibirev E.A.",,"Topical Issues of Rational Use of Natural Resources 2019",2, ,0,0,0,0,1,3,0,0,4,0,4
2020,"Engineering and ecological survey of oil-contaminated soils in industrial areas and efficient way to reduce the negative impact","Bykova M.V., Pashkevich M.A.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,4,0,0,4,0,4
2020,"Dependence between the parameters of storage of artificial soils from their specific properties","Kondakova V.N., Pospekhov G.B.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,0,0,0,0,0,0
2020,"The analysis of modern regulation devices of power streams on the basis of facts-devices","Shafhatov E., Zhdankin E.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,0,0,0,0,0,0
2020,"The assessment of the roof beam stability in mining workings","Vilner M., Nguen T.T., Korchak P.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,0,0,0,0,0,0,0
2020,"The effect of fluid saturation on the elastic-plastic properties of oil reservoir rocks","Petrakov D., Kupavykh K., Kupavykh A.",23537396,"Curved and Layered Structures",7, 1,0,0,0,0,0,8,7,0,15,0,15
2020,"Algorithm for automatic compensation of voltage dips in power supply of industrial facilities","Malarev V., Bogdanov I., Senchilo N.",14514117,"Journal of Applied Engineering Science",18, 2,0,0,0,0,0,5,2,0,7,0,7
2020,"Justification of evaluation criteria of gold beneficiation ability by gravitational methods","Alexandrova T., Romashev A., Potemkin V.",14514117,"Journal of Applied Engineering Science",18, 2,0,0,0,0,1,1,1,0,3,0,3
2020,"Modeling Seismic Vibrations under Massive Blasting in Underground Mines","Kholodilov A.N., Gospodarikov A.P.",10627391,"Journal of Mining Science",56, 1,0,0,0,0,2,6,0,1,9,0,9
2020,"Microwave Treatment to Reduce Refractoriness of Carbonic Concentrates","Aleksandrova T.N., Afanasova A.V., Aleksandrova A.V.",10627391,"Journal of Mining Science",56, 1,0,0,0,0,2,4,3,0,9,0,9
2020,"The application of mpc to improve the efficiency of an ac electric drive vector control","Erokhov S.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,1,0,0,0,1,0,1
2020,"Alternative measures to reduce carbon dioxide emissions in the republic of Cuba","Guerra D.D., Iakovleva E.V., Shklyarskiy A.Y.",22998993,"Journal of Ecological Engineering",21, 4,0,0,0,0,2,3,0,0,5,0,5
2020,"Substantiation of parameters of the pillarless mining technology of coal seams prone to spontaneous combustion","Golubev D.D., Sidorenko A.A.",,"Topical Issues of Rational Use of Natural Resources 2019",1, ,0,0,0,0,1,0,0,0,1,0,1
2020,"The implementation of building information modeling technologies in the training of bachelors and masters at Saintpetersburgmining University","Goldobina L.A., Demenkov P.A., Trushko V.L.",18196608,"ARPN Journal of Engineering and Applied Sciences",15, 6,0,0,0,0,0,4,2,0,6,0,6
2020,"Housing renovation in Russia and engineering and environmental aspects of renovation programs","Lenkovets O.M.",1943023X,"Journal of Advanced Research in Dynamical and Control Systems",12, 4,0,0,0,0,0,3,0,0,3,0,3
2020,"On How Students of Humanitarian and Engineering Specialties Perceive Their Educational and Professional Activities: Psycho-Semantic Analysis","Krainiukov S., Spiridonova V.",23673370,"Lecture Notes in Networks and Systems",131, ,0,0,0,0,0,0,2,1,3,0,3
2020,"“Head” Metaphors in Mechanical Engineering (Based on the English, German, French and Russian Languages)","Carter E.V., Ionova V.N.",23673370,"Lecture Notes in Networks and Systems",131, ,0,0,0,0,0,0,0,1,1,0,1
2020,"Teaching EMI and ESP in Instagram","Pushmina S.",23673370,"Lecture Notes in Networks and Systems",131, ,0,0,0,0,0,0,4,0,4,0,4
2020,"The Comparative Analysis of the United Kingdom and the Russian Federation Occupational Standard Development","Sishchuk J., Oblova I., Mikhailova M.",23673370,"Lecture Notes in Networks and Systems",131, ,0,0,0,0,0,0,5,0,5,0,5
2020,"Creation of Digital Models for Predicting the Muslim Population Growth for Teaching Socio-humanities (Northern Europe Experience)","Eidemiller K., Kudryavtseva R.E., Samylovskaya E., Kulik S.",23673370,"Lecture Notes in Networks and Systems",131, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Separation of Relative Deformations of Buildings from a General Displacement Vector of Deformation Marks","Tsareva O., Pshchelko N., Glazunov V., Yugov A.",23662557,"Lecture Notes in Civil Engineering",70, ,0,0,0,0,0,2,0,0,2,0,2
2020,"Mathematical modeling of the silicon production process from pelletized charge","Nemchinova N.V., Tyutrin A.A., Fedorov S.N.",02555476,"Materials Science Forum",989, ,0,0,0,0,0,0,0,1,1,0,1
2020,"Risk management and its contribution to sustainable development of mining enterprises","Ivanova D.",,"Scientific and Practical Studies of Raw Material Issues- Proceedings of the Russian- German Raw Materials Dialogue: A Collection of Young Scientists Papers and Discussion, 2019",, ,0,0,0,0,1,2,1,0,4,0,4
2020,"Investigation of low rotational speeds effect during centrifugal casting on the mechanical properties of polymer composites material","Talapov V.V., Melnikov V.G.",10139826,"Key Engineering Materials",836, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Carbon materials for immobilization of biologically active substances","Denisova O.V., Rastvorova I.I.",10139826,"Key Engineering Materials",836, ,0,0,0,0,0,4,2,0,6,0,6
2020,"Application of the method of X-ray fluorescence analysis to determine the composition of glassy and crystalline alloys of the systems AsxS1-x and AsxSe1-x","Egorova Dashina A.Y., Lomakina E.S.",10139826,"Key Engineering Materials",836, ,0,0,0,0,0,3,0,0,3,0,3
2020,"Mathematical model of melting of solid sulfur particles when loaded into a melting bath","Iakovlev P.V., Lebedev V.A.",10139826,"Key Engineering Materials",836, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Improving the efficiency of drilling and blasting operations for high water cut conditions","Marinin M.A., Dolzhikov V.V., Isheyskiy V.A.",10139826,"Key Engineering Materials",836, ,0,0,0,0,0,0,0,1,1,0,1
2020,"Preparation a scrap of the electronic enterprises and its subsequent processing","Shmidt D.V., Issa B., Timofeev V.Y.",10120394,"Solid State Phenomena",303, ,0,0,0,0,0,1,0,0,1,0,1
2020,"Using the diffusion saturation technology for the surface of different steel products from melts of low-melting metals","Dzhabbarov S.N., Pryakhin E.I.",10139826,"Key Engineering Materials",836, ,0,0,0,0,0,0,1,0,1,0,1
2020,"The relationship between fractal properties and active porosity of peat compositions","Mikhailov A.V., Garmaev O.Z., Fedorov A.S.",10139826,"Key Engineering Materials",836, ,0,0,0,0,0,1,0,0,1,0,1
2020,"Repair ability of low-alloyed steel strength of K70 (X90) class","Pryakhin E.I., Sharapova D.M.",10139826,"Key Engineering Materials",836, ,0,0,0,0,0,0,1,0,1,0,1
2020,"Determination of the conditions of an effective functioning of elongated cumulative charges in processing the marble stone","Paramonov G.P., Kovalevskyi V.N., Mysin A.V.",10139826,"Key Engineering Materials",836, ,0,0,0,0,0,0,1,0,1,0,1
2020,"Fractured-laminar structure of formations and methods of coal","Gabov V.V., Zadkov D.A., Kuzkin A.Y., Elikhin A.S.",10139826,"Key Engineering Materials",836, ,0,0,0,0,0,1,1,0,2,0,2
2020,"Development of heat treatment mode with quenching in different quenching environments for the casing pipe in order to obtain the required mechanical properties","Dzhabbarov S.N., Pryakhin E.I.",10139826,"Key Engineering Materials",836, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Improvement of magnetic-abrasive finishing of nonuniform products made of high-speed steel in digital conditions","Maksarov V.V., Keksin A.I., Filipenko I.A.",10139826,"Key Engineering Materials",836, ,0,0,0,0,3,0,1,0,4,0,4
2020,"Studying resistance to cold in low-alloy steels","Borisova L.G., Gorshkova T.P.",10139826,"Key Engineering Materials",836, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Preface","Maksarov V., Gabov V., Zadkov D., Martyushev N.",10139826,"Key Engineering Materials",836, ,0,0,0,0,0,1,0,0,1,0,1
2020,"Treatment of titanium alloys based on preliminary plastic impact","Maksarov V.V., Efimov A.E., Golikov T.S.",10139826,"Key Engineering Materials",836, ,0,0,0,0,0,4,0,0,4,0,4
2020,"Prospects for the use of the sorbent for purification of gases from sulfur-containing components on the basis of manganese ore","Bolotov V.A., Cheremisina O.V., Ponomareva M.A., Alferova D.A.",10139826,"Key Engineering Materials",836, ,0,0,0,0,0,1,0,0,1,0,1
2020,"Improving the wear resistance of bushings through polymer coatings","Krasnyy V.A., Osminko D.A.",10139826,"Key Engineering Materials",836, ,0,0,0,0,0,0,1,0,1,0,1
2020,"Effective parameters of tail processing of gold-bearing ore hydrotransport for verninskaya processing factory","Alexandrov V.I., Kopteva A.V., Serzan S.L.",10139826,"Key Engineering Materials",836, ,0,0,0,0,0,2,2,0,4,0,4
2020,"Development of a methodological approach to establishing the floatability of finely disseminated sulfides","Alexandrova T.N., Romashev A.O., Kuznetsov V.V.",02023776,"Obogashchenie Rud",2020, 2,0,0,0,0,1,0,4,0,5,0,5
2020,"[Dynamic failure conditions in strong rock masses, ИССЛЕДОВАНИЕ УСЛОВИЙ ДИНАМИЧЕСКИХ РАЗРУШЕНИЙ В МАССИВАХ СКАЛЬНЫХ ПОРОД]","Kasparyan E.E., Kuznetsov N.N., Shokov A.N., Pak A.K.",02361493,"Mining Informational and Analytical Bulletin",2020, 4,0,0,0,0,0,0,1,0,1,0,1
2020,"Evolution of Mineral Composition during Eclogite Metamorphism in the Belomorian Mobile Belt: Data from Vichennaya Luda Island","Berezin A.V., Salimgaraeva L.I., Skublov S.G.",08695911,"Petrology",28, 1,0,0,0,0,0,0,0,0,0,0,0
2020,"The estimation of rockburst hazard for hard rocks by the test results below and beyond the compressive strength","Kozyrev A.A., Kuznetcov N.N., Fedotova I.V., Shokov A.N.",,"Rock Mechanics for Natural Resources and Infrastructure Development- Proceedings of the 14th International Congress on Rock Mechanics and Rock Engineering, ISRM 2019",, ,0,0,0,0,0,1,1,0,2,0,2
2020,"Complex approach to the allocation of hazardous areas within the mine field","Zamorkina Y., Popov A., Belova M., Shabarov A.N., Pellet F.L.",,"Rock Mechanics for Natural Resources and Infrastructure Development- Proceedings of the 14th International Congress on Rock Mechanics and Rock Engineering, ISRM 2019",, ,0,0,0,0,0,0,0,0,0,0,0
